Plot	Longitude	Latitude	CR_CAN 	CR_LP	Elevation	INTRA_VAR	INTER_VAR	MAT	MAP	RSI	ASR	Easterness	Age 	Macro	Northerness	Slope	TCI	SR	nSIE	nAE	pSIE	pAE
SV175	221003.5	3185388.6	11	11	2189.1	1.37	0.39	9.65	914.09	0.804	1709900	0.918	1.08	0.223	0.396	7.7	1.13	2	1	1	50.0	50.0
SV176	221603.5	3185888.6	13	13	2091.6	1.35	0.37	10.03	1000.17	0.793	1713100	0.882	1.08	0.335	-0.471	6.2	1.04	1	1	1	100.0	100.0
SV177	221603.5	3186188.6	11	11	2038.1	1.31	0.36	10.35	1022.29	0.780	1441210	0.996	1.08	0.356	-0.089	22.4	1.23	2	1	2	50.0	100.0
SV178	221903.5	3186488.6	17	17	1931	1.34	0.35	10.72	1063.28	0.766	1352310	0.972	1.08	0.375	-0.233	26.4	1.13	5	3	5	60.0	100.0
SV180	220403.5	3185188.6	4	4	2254.8	1.34	0.4	9.21	825.89	0.818	1670970	0.987	1.08	0.181	-0.163	10.9	1.04	3	2	3	66.7	100.0
SV182	220503.5	3185488.6	16	16	2200	1.31	0.38	9.62	853.73	0.808	1394720	0.937	0.78	0.219	-0.350	26.7	1.24	3	2	3	66.7	100.0
SV183	220303.5	3185888.6	23	23	1953.3	1.3	0.37	10.43	987.84	0.791	1396950	0.695	0.78	0.225	-0.719	27.1	1.37	8	3	7	37.5	87.5
SV184	220203.5	3186988.6	35	35	1773.1	1.31	0.34	11.71	989.92	0.751	1616030	0.503	0.78	0.276	-0.864	13.0	1.19	4	1	3	25.0	75.0
SV185	220203.5	3187488.6	32	32	1589.1	1.31	0.33	12.5	1115.8	0.759	1351470	0.764	0.78	0.286	-0.645	26.7	1.22	4	1	3	25.0	75.0
SV186	220103.5	3188088.6	61	61	1374.1	1.26	0.31	13.17	987.2	0.753	1531140	-0.031	0.78	0.269	-1.000	22.5	1.19	6	0	3	0.0	50.0
SV187	219803.5	3188288.6	67	67	1186.9	1.26	0.31	14.14	931.87	0.743	1462490	-0.220	0.78	0.271	-0.976	23.6	1.24	9	0	1	0.0	11.1
SV188	219703.5	3188288.6	84	84	1149.1	1.29	0.31	14.43	927.04	0.745	1378310	0.667	0.78	0.275	-0.745	11.9	1.33	22	3	12	13.6	54.5
SV189	219103.5	3188988.6	127	127	1115.3	1.29	0.31	14.59	950.74	0.729	1355170	0.947	1.08	0.346	0.321	20.3	1.14	7	1	2	14.3	28.6
SV190	219003.5	3189488.6	136	136	1039.9	1.29	0.31	15.03	871.39	0.717	1536600	0.728	1.08	0.363	0.686	6.8	1.01	16	3	8	18.8	50.0
SV191	216903.5	3182388.6	316	15	2273.1	1.56	0.42	9.37	720.98	0.831	1891130	-0.997	1.08	-0.219	-0.077	26.6	1.38	4	2	4	50.0	100.0
SV192	216503.5	3182488.6	180	8	2169.3	1.49	0.4	9.76	741.79	0.831	1739020	0.091	1.08	-0.318	-0.996	12.7	1.08	1	1	1	100.0	100.0
SV193	215703.5	3182488.6	142	30	2066.5	1.51	0.38	10.2	694.45	0.825	1762830	-0.199	1.08	-0.481	-0.980	11.5	1.04	1	1	1	100.0	100.0
SV194	215503.5	3182488.6	159	23	2012.8	1.51	0.38	10.43	717.99	0.822	1747970	-0.137	1.08	-0.511	-0.991	10.9	1.07	5	3	5	60.0	100.0
SV195	215803.5	3182288.6	142	30	2057.5	1.61	0.4	10.2	720.32	0.817	1848040	-0.921	1.08	-0.449	-0.391	16.2	1.04	2	1	2	50.0	100.0
SV196	215503.5	3182088.6	119	25	1944.2	1.61	0.4	10.61	764.41	0.805	1769950	-0.986	1.08	-0.482	0.168	35.2	1.14	9	2	7	22.2	77.8
SV197	214903.5	3182388.6	184	27	1895.1	1.47	0.36	11.06	721.76	0.813	1742520	-0.365	1.08	-0.589	-0.931	13.8	1.19	4	1	4	25.0	100.0
SV198	214503.5	3182588.6	128	14	1754.7	1.6	0.35	11.6	768.7	0.804	1671860	0.052	1.08	-0.647	-0.999	11.7	1.09	4	1	3	25.0	75.0
SV199	214003.5	3182288.6	236	24	1654.1	1.54	0.34	12.05	800.21	0.800	1618290	-0.028	1.08	-0.703	-1.000	19.8	1.17	6	1	4	16.7	66.7
SV200	213403.5	3181688.6	390	14	1470.6	1.71	0.35	12.87	745.73	0.786	1731920	-0.876	1.08	-0.755	-0.482	20.5	1.15	5	1	4	20.0	80.0
SV201	213103.5	3181188.6	535	60	1243.9	1.7	0.34	13.86	690.44	0.776	1611060	-0.531	1.08	-0.749	-0.847	24.5	1.23	6	1	4	16.7	66.7
SV202	212903.5	3180788.6	726	59	1129.8	1.72	0.34	14.55	639.87	0.773	1653900	-0.757	1.08	-0.770	-0.653	18.8	1.24	6	1	4	16.7	66.7
SV203	212703.5	3180588.6	760	83	1054.5	1.69	0.34	15	609.9	0.776	1624600	-0.610	1.08	-0.781	-0.792	15.5	1.16	13	3	8	23.1	61.5
SV204	212503.5	3180188.6	1335	136	940.4	1.78	0.36	15.39	580.9	0.768	1620780	-0.742	1.08	-0.794	-0.670	16.6	1.16	7	2	5	28.6	71.4
SV205	212303.5	3179888.6	2436	216	828.2	1.83	0.36	15.99	511.7	0.770	1598600	-0.821	1.08	-0.803	-0.571	9.1	1.15	20	7	15	35.0	75.0
SV206	218503.5	3167688.6	2050	341	628.1	1.7	0.36	16.94	486.11	0.779	1502430	0.129	0.126	-0.817	-0.992	6.6	1.02	14	2	11	14.3	78.6
SV207	218503.5	3172588.6	1990	333	653.4	1.66	0.37	16.78	558.73	0.777	1513070	0.028	0.126	-0.761	-1.000	6.9	1.02	10	2	6	20.0	60.0
SV208	225103.5	3173488.6	157	157	905.2	1.45	0.37	15.51	903.47	0.705	1568030	-0.553	1.08	0.434	0.833	21.4	1.12	12	1	3	8.3	25.0
SV209	224303.5	3172488.6	106	106	1187.4	1.48	0.37	14.27	895.98	0.717	1226190	0.381	1.08	0.314	0.925	38.2	1.57	22	2	11	9.1	50.0
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
